date,universe,n,adv,dec,up_vol,dn_vol,up4,dn4,up25q,dn25q,up13_34,dn13_34,nh,nl,p_ab20,p_ab40,p_ab50,p_ab200,p_stack,p_s1,p_s2,p_s3,p_s4
2025-01-17,all,4015,2352,1512,750,398,148,51,643,557,576,889,56,19,57.16,40.8,40.65,52.83,25.15,8.42,43.19,9.68,38.71
2025-01-17,nasdaq,2883,1646,1111,497,251,129,42,536,508,518,739,27,15,50.72,39.82,40.24,48.97,26.57,7.49,39.09,9.97,43.45
2025-01-17,r2000,1877,1131,689,325,187,60,30,276,200,187,425,26,10,58.96,36.83,37.09,58.02,21.54,9.23,48.5,9.5,32.77
2025-01-17,scan,104,66,38,26,11,6,1,52,0,27,0,5,0,87.5,97.12,100.0,100.0,91.35,0.0,100.0,0.0,0.0
2025-01-17,sp500,499,344,151,184,80,9,2,29,10,21,27,17,0,74.95,46.69,43.89,63.93,20.64,10.48,55.04,8.67,25.81
2025-01-21,all,4015,2805,1095,1085,350,296,86,712,523,618,843,123,25,63.3,48.43,46.82,54.97,26.89,7.4,44.08,10.93,37.59
2025-01-21,nasdaq,2883,1881,900,687,260,231,79,587,481,548,714,66,21,56.56,45.41,44.89,50.85,28.05,6.76,39.98,10.96,42.3
2025-01-21,r2000,1877,1465,376,509,146,154,36,303,181,207,382,49,8,67.93,45.54,44.25,60.7,23.3,7.81,49.37,11.31,31.51
2025-01-21,scan,120,100,20,45,9,24,1,64,0,41,0,12,0,85.83,99.17,100.0,100.0,81.67,0.0,100.0,0.0,0.0
2025-01-21,sp500,499,417,81,241,57,24,4,40,10,27,26,36,0,82.97,60.52,55.11,66.33,24.25,9.27,56.65,9.48,24.6
2025-01-22,all,4015,1401,2478,548,734,156,92,648,588,582,945,67,32,57.64,44.63,44.43,53.96,28.7,8.34,43.47,10.54,37.64
2025-01-22,nasdaq,2883,1101,1662,400,445,138,67,542,532,512,778,38,27,51.95,43.3,43.8,50.31,29.46,7.35,39.65,10.78,42.23
2025-01-22,r2000,1877,566,1266,243,357,62,46,273,208,201,446,24,9,60.67,41.58,41.1,59.08,25.65,9.01,48.83,10.27,31.9
2025-01-22,scan,119,55,62,17,22,5,2,55,0,37,1,6,0,87.39,97.48,100.0,100.0,89.08,0.0,100.0,0.0,0.0
2025-01-22,sp500,499,183,315,84,159,17,9,39,10,28,36,26,2,77.35,53.11,51.5,65.13,26.45,10.69,55.24,9.68,24.4
2025-01-23,all,4018,2287,1580,745,479,159,65,679,559,559,936,66,41,59.75,46.59,46.59,54.55,30.51,8.32,43.75,10.85,37.08
2025-01-23,nasdaq,2886,1598,1164,508,320,137,56,567,504,486,781,32,35,54.93,45.06,45.83,51.18,30.89,7.05,40.11,11.18,41.66
2025-01-23,r2000,1877,1139,679,375,241,79,27,285,198,202,435,31,10,62.97,43.93,43.13,59.74,27.63,9.12,49.13,10.64,31.11
2025-01-23,scan,127,72,52,23,18,11,0,64,0,43,0,9,0,92.13,98.43,100.0,100.0,95.28,0.0,100.0,0.0,0.0
2025-01-23,sp500,499,320,175,127,71,5,2,44,7,28,33,22,1,79.36,57.52,54.91,65.13,30.66,10.89,55.44,9.48,24.19
2025-01-24,all,4018,1900,1950,545,466,167,62,665,600,583,849,57,22,60.15,47.04,46.96,54.21,32.17,8.79,43.51,10.75,36.95
2025-01-24,nasdaq,2886,1351,1403,373,332,144,52,546,537,497,715,33,18,55.39,45.41,46.25,50.7,32.37,7.75,39.7,11.11,41.44
2025-01-24,r2000,1877,890,920,271,201,68,27,287,212,214,374,29,6,63.61,44.58,44.09,60.01,29.24,9.33,49.02,11.03,30.62
2025-01-24,scan,135,62,71,15,21,9,5,66,0,42,0,2,0,91.85,97.78,100.0,100.0,97.04,0.0,100.0,0.0,0.0
2025-01-24,sp500,499,248,245,79,80,2,8,43,10,28,29,13,0,79.96,59.52,54.91,65.13,33.87,11.49,55.04,9.88,23.59
2025-01-27,all,4019,1791,2128,833,719,122,347,617,585,501,926,52,45,57.18,47.41,46.2,54.61,33.15,8.08,44.06,10.64,37.21
2025-01-27,nasdaq,2887,1104,1695,488,520,86,264,512,537,439,783,24,41,50.33,43.5,43.49,50.2,32.78,7.53,39.7,10.66,42.1
2025-01-27,r2000,1877,978,861,457,323,66,151,278,189,197,398,17,12,63.39,46.98,44.84,60.56,30.79,8.57,49.67,10.92,30.84
2025-01-27,scan,122,43,79,16,35,3,8,51,0,29,0,5,0,93.44,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-01-27,sp500,499,332,167,211,124,14,59,24,8,13,40,21,0,81.16,67.74,62.53,69.14,37.68,8.87,57.66,11.29,22.18
2025-01-28,all,4019,1806,2054,596,566,122,89,650,591,568,849,65,52,55.77,45.92,45.86,53.91,33.47,8.63,43.67,10.33,37.37
2025-01-28,nasdaq,2887,1346,1402,416,354,97,66,537,546,495,719,36,46,49.74,43.17,44.24,49.72,32.77,7.75,39.52,10.37,42.36
2025-01-28,r2000,1877,861,963,279,256,51,43,294,183,226,349,30,15,62.38,46.45,45.06,59.9,32.12,9.5,49.07,10.86,30.57
2025-01-28,scan,125,97,28,42,8,10,0,60,0,42,0,10,0,96.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-01-28,sp500,499,166,330,107,151,12,8,31,9,15,33,19,1,74.55,60.12,56.11,67.33,38.08,9.88,57.26,9.88,22.98
2025-01-29,all,4021,1575,2282,470,545,82,93,686,572,503,939,37,52,53.16,45.23,44.25,53.28,34.13,8.84,43.62,9.75,37.79
2025-01-29,nasdaq,2889,1177,1567,336,325,72,73,556,530,439,796,26,38,48.54,42.63,42.91,49.65,33.24,7.45,39.89,9.93,42.73
2025-01-29,r2000,1877,723,1096,226,280,41,49,322,175,206,384,17,21,58.88,46.02,43.61,59.25,32.87,9.61,49.18,10.1,31.11
2025-01-29,scan,145,67,76,26,22,3,3,77,0,38,0,4,0,95.17,100.0,100.0,100.0,99.31,0.0,100.0,0.0,0.0
2025-01-29,sp500,499,218,281,83,107,4,9,34,8,14,36,7,3,71.14,57.92,52.91,65.13,39.88,11.69,55.24,9.68,23.39
2025-01-30,all,4021,2641,1239,740,330,216,80,710,562,525,901,75,34,58.17,49.65,47.72,54.38,34.46,8.13,44.27,10.2,37.4
2025-01-30,nasdaq,2889,1756,1007,439,244,163,62,578,519,446,785,35,30,51.97,45.55,45.23,50.31,33.45,7.23,40.04,10.44,42.29
2025-01-30,r2000,1877,1286,544,362,162,100,35,331,173,215,354,29,7,65.01,51.55,48.0,60.5,33.08,8.57,50.11,10.43,30.9
2025-01-30,scan,147,118,28,40,12,15,0,76,0,38,1,12,0,95.24,100.0,100.0,100.0,98.64,0.0,100.0,0.0,0.0
2025-01-30,sp500,499,411,87,149,51,21,14,42,7,28,22,27,4,77.35,65.53,58.72,67.33,40.88,10.48,56.65,10.48,22.38
2025-01-31,all,4023,1253,2614,525,954,105,152,687,594,503,919,31,40,53.36,46.91,44.35,53.12,34.78,8.6,44.19,9.02,38.18
2025-01-31,nasdaq,2891,978,1773,372,520,91,115,568,547,434,799,18,29,48.19,43.9,42.84,49.14,33.66,7.71,40.0,9.3,42.99
2025-01-31,r2000,1878,552,1280,266,526,40,84,313,181,195,378,17,22,59.01,47.7,43.4,58.7,33.62,9.28,49.56,9.17,31.99
2025-01-31,scan,153,50,102,24,43,6,5,76,0,46,0,0,0,94.77,100.0,100.0,100.0,98.69,0.0,100.0,0.0,0.0
2025-01-31,sp500,499,125,373,89,213,4,8,39,10,25,19,6,0,70.54,60.72,53.11,65.73,41.68,10.89,56.85,8.67,23.59
2025-02-03,all,4026,1068,2845,468,1006,74,201,601,662,457,1022,25,115,44.55,41.74,39.42,51.07,33.88,9.78,43.59,7.58,39.04
2025-02-03,nasdaq,2893,764,2029,301,609,66,157,510,603,397,862,16,85,40.58,39.14,38.45,47.49,32.75,8.49,39.63,8.04,43.84
2025-02-03,r2000,1880,406,1438,194,552,29,114,260,220,170,464,8,50,47.07,40.44,37.25,55.92,32.92,10.86,48.47,7.48,33.19
2025-02-03,scan,142,53,85,27,28,2,2,64,0,39,1,1,0,94.37,99.3,100.0,100.0,99.3,0.0,100.0,0.0,0.0
2025-02-03,sp500,499,183,316,122,196,1,7,33,12,23,30,9,10,63.73,57.11,49.5,64.33,42.08,12.7,56.65,7.46,23.19
2025-02-04,all,4028,2665,1203,759,352,224,53,655,627,564,838,62,35,52.61,47.99,44.0,52.86,34.84,9.25,44.12,8.86,37.77
2025-02-04,nasdaq,2895,1906,856,513,210,186,36,544,574,489,716,43,29,48.71,45.2,42.67,49.36,33.59,7.89,40.01,9.55,42.55
2025-02-04,r2000,1880,1446,387,430,121,121,16,298,205,215,337,26,9,58.69,49.57,43.99,58.43,33.56,10.04,49.45,9.01,31.5
2025-02-04,scan,151,121,30,42,8,16,1,69,0,46,1,8,0,98.01,100.0,100.0,100.0,98.01,0.0,100.0,0.0,0.0
2025-02-04,sp500,499,252,245,102,109,13,13,34,10,30,30,20,4,62.93,57.92,50.1,64.13,44.29,13.31,56.85,7.06,22.78
2025-02-05,all,4028,2558,1301,820,377,236,71,687,592,664,745,103,31,58.08,52.53,48.25,54.25,36.07,8.46,45.27,9.12,37.15
2025-02-05,nasdaq,2895,1804,941,567,231,204,57,575,540,578,632,75,24,55.09,49.35,46.47,50.95,34.75,7.08,41.21,9.95,41.76
2025-02-05,r2000,1880,1287,538,414,176,108,28,302,198,254,292,44,6,64.98,55.21,49.12,60.22,35.17,9.17,50.87,9.39,30.57
2025-02-05,scan,153,123,28,34,7,13,1,69,0,55,0,9,0,96.08,99.35,100.0,100.0,95.42,0.0,100.0,0.0,0.0
2025-02-05,sp500,499,353,144,137,79,13,9,39,8,36,26,28,4,65.93,63.53,54.91,65.13,44.29,12.68,57.55,7.44,22.33
2025-02-06,all,4033,1831,2036,589,579,171,146,732,552,636,760,99,49,55.87,52.19,47.92,53.81,37.03,9.17,45.04,8.91,36.89
2025-02-06,nasdaq,2899,1274,1482,387,373,136,112,606,507,554,645,64,39,53.58,49.06,46.43,50.62,35.68,7.85,40.8,10.03,41.32
2025-02-06,r2000,1881,868,956,279,272,75,77,326,169,236,314,45,18,62.37,54.99,49.17,59.51,36.08,9.72,50.76,8.79,30.73
2025-02-06,scan,143,70,72,29,17,10,2,71,0,41,1,6,0,95.8,99.3,100.0,100.0,98.6,0.0,100.0,0.0,0.0
2025-02-06,sp500,499,265,231,111,116,11,13,45,7,36,26,25,5,61.92,63.93,55.11,63.53,45.89,14.29,57.75,5.63,22.33
2025-02-07,all,4035,1021,2884,382,792,107,202,665,587,623,832,41,103,48.58,48.21,43.37,52.26,37.13,10.53,44.07,8.31,37.1
2025-02-07,nasdaq,2901,771,2018,287,536,95,166,554,536,534,707,31,73,46.58,45.35,42.11,49.21,35.54,9.1,40.03,9.36,41.5
2025-02-07,r2000,1881,362,1478,146,450,43,125,289,194,225,363,19,46,51.33,49.6,42.54,57.06,36.83,11.95,49.18,7.91,30.95
2025-02-07,scan,134,45,89,17,27,7,2,65,0,48,1,2,0,94.78,99.25,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-02-07,sp500,499,138,359,66,113,6,8,42,9,40,25,7,10,56.51,60.52,52.91,62.93,46.29,14.89,57.34,5.43,22.33
2025-02-10,all,4037,2039,1862,702,587,186,121,677,596,871,617,55,96,47.61,49.06,44.95,52.88,38.01,10.55,44.29,8.7,36.46
2025-02-10,nasdaq,2902,1429,1365,484,403,150,112,565,547,714,549,46,76,46.34,46.36,43.4,49.62,36.13,9.25,40.14,9.66,40.95
2025-02-10,r2000,1883,964,865,338,286,92,60,285,198,344,220,21,42,49.89,50.99,44.95,58.37,37.89,11.68,49.73,8.62,29.97
2025-02-10,scan,119,74,45,25,18,10,1,65,0,71,0,5,0,92.44,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-02-10,sp500,499,291,205,112,94,12,2,42,9,75,13,10,7,55.31,62.12,53.71,63.33,47.9,14.86,57.63,5.62,21.89
2025-02-11,all,4037,1697,2201,562,638,91,185,603,643,845,674,46,111,45.7,49.0,45.14,52.74,37.92,10.75,44.3,8.54,36.41
2025-02-11,nasdaq,2902,1090,1687,373,453,67,160,507,590,680,608,29,94,43.61,45.19,42.68,49.08,35.45,9.76,39.9,9.32,41.01
2025-02-11,r2000,1883,913,923,306,291,42,85,257,220,340,244,19,52,50.16,52.7,47.09,58.26,38.21,12.17,49.67,8.57,29.59
2025-02-11,scan,112,37,74,20,19,5,7,52,0,62,1,2,0,91.96,100.0,100.0,100.0,98.21,0.0,100.0,0.0,0.0
2025-02-11,sp500,499,252,246,91,93,6,10,32,11,78,14,14,7,52.71,62.93,55.31,63.93,48.9,14.03,58.52,5.41,22.04
2025-02-12,all,4038,1473,2422,507,765,139,107,524,678,739,745,49,75,40.1,45.63,41.86,50.9,37.69,12.42,43.41,7.54,36.63
2025-02-12,nasdaq,2903,1185,1588,374,426,120,71,460,601,616,660,35,55,39.95,43.61,40.77,47.77,35.26,10.82,39.65,8.21,41.31
2025-02-12,r2000,1884,573,1271,217,428,70,60,191,267,290,286,18,39,41.52,47.55,42.12,55.86,37.95,14.19,48.47,7.37,29.97
2025-02-12,scan,115,65,49,20,20,5,3,45,0,51,0,4,0,93.04,99.13,100.0,100.0,98.26,0.0,100.0,0.0,0.0
2025-02-12,sp500,499,163,335,84,142,10,11,24,11,58,18,16,7,45.49,56.31,50.5,61.72,49.1,16.23,57.11,4.61,22.04
2025-02-13,all,4039,2852,1054,892,365,234,81,537,657,823,698,122,34,47.0,49.75,46.76,53.28,38.65,10.91,44.98,8.37,35.74
2025-02-13,nasdaq,2904,1955,828,570,253,191,65,472,587,676,620,82,26,46.31,47.15,44.99,49.96,36.19,9.5,40.83,9.24,40.43
2025-02-13,r2000,1884,1459,382,432,153,111,32,202,245,340,256,55,14,50.03,53.15,48.24,58.69,40.28,12.39,50.6,8.08,28.93
2025-02-13,scan,128,105,22,40,8,14,3,41,0,65,0,5,0,86.72,99.22,100.0,100.0,96.88,0.0,100.0,0.0,0.0
2025-02-13,sp500,499,385,114,156,66,15,9,21,12,68,22,31,3,50.7,60.92,57.11,63.73,50.3,14.63,59.12,4.61,21.64
2025-02-14,all,4045,1934,1962,631,528,161,107,535,646,779,733,82,31,47.55,51.2,47.46,53.21,39.01,11.08,45.06,8.19,35.67
2025-02-14,nasdaq,2909,1401,1379,448,338,140,84,472,580,637,641,49,21,47.87,48.93,45.9,49.96,36.65,9.71,40.91,9.12,40.25
2025-02-14,r2000,1885,908,922,300,239,74,50,191,242,313,271,34,18,49.55,54.43,48.77,58.58,40.71,12.28,50.98,7.59,29.15
2025-02-14,scan,127,72,54,26,18,8,1,38,0,57,0,3,0,88.98,100.0,100.0,100.0,92.91,0.0,100.0,0.0,0.0
2025-02-14,sp500,500,216,283,87,113,7,11,21,12,64,24,19,3,49.5,61.52,57.31,63.13,49.7,16.03,58.12,5.01,20.84
2025-02-18,all,4046,2155,1749,936,689,212,152,509,665,735,837,100,53,49.84,52.15,49.2,53.79,40.14,10.85,45.45,8.42,35.28
2025-02-18,nasdaq,2910,1437,1357,597,491,167,126,446,592,599,742,62,43,48.49,49.21,47.13,51.04,37.84,9.12,41.65,9.49,39.74
2025-02-18,r2000,1886,1079,755,457,333,117,76,188,244,292,304,46,23,53.76,56.78,51.34,58.96,42.04,12.39,51.26,7.75,28.6
2025-02-18,scan,144,93,48,45,26,12,0,38,0,64,0,4,0,88.89,99.31,100.0,100.0,93.75,0.0,100.0,0.0,0.0
2025-02-18,sp500,500,361,137,190,89,16,6,18,11,69,19,25,2,55.11,63.33,60.52,64.53,50.3,15.83,58.12,6.41,19.64
2025-02-19,all,4049,1726,2158,648,689,125,112,520,638,782,827,65,54,47.86,50.59,48.34,53.06,40.64,11.21,45.4,7.77,35.62
2025-02-19,nasdaq,2911,1212,1560,429,449,101,82,453,565,618,736,36,41,46.92,48.08,46.01,50.2,38.38,9.49,41.65,8.68,40.18
2025-02-19,r2000,1888,739,1085,299,366,56,56,199,229,328,301,27,29,49.28,53.52,50.05,57.87,42.47,13.16,50.82,7.1,28.93
2025-02-19,scan,138,61,76,28,25,3,4,38,0,78,0,3,0,90.58,99.28,100.0,100.0,96.38,0.0,100.0,0.0,0.0
2025-02-19,sp500,500,290,210,126,90,11,7,21,9,91,18,15,2,57.11,64.13,61.32,65.73,51.7,14.43,59.72,6.01,19.84
2025-02-20,all,4050,1306,2590,488,830,101,160,517,627,755,852,43,62,42.31,46.76,45.46,51.82,40.62,12.3,44.5,7.37,35.83
2025-02-20,nasdaq,2912,894,1881,307,569,87,122,451,555,600,754,25,48,40.71,44.25,43.3,49.14,38.4,10.66,40.72,8.45,40.17
2025-02-20,r2000,1888,511,1321,214,449,39,93,199,233,301,306,22,27,41.5,48.99,46.5,55.75,42.18,14.57,49.48,6.33,29.62
2025-02-20,scan,119,33,85,20,41,7,9,41,0,82,0,0,0,92.44,99.16,100.0,100.0,97.48,0.0,100.0,0.0,0.0
2025-02-20,sp500,500,221,279,90,118,4,19,19,8,91,15,9,1,53.51,60.12,59.32,64.93,53.11,15.23,59.52,5.41,19.84
2025-02-21,all,4053,811,3121,406,1362,86,436,482,631,624,982,21,86,33.02,39.38,39.18,48.29,38.53,14.61,42.38,5.99,37.01
2025-02-21,nasdaq,2915,599,2205,266,859,75,316,426,557,518,831,11,62,32.21,37.36,37.54,46.1,36.46,12.23,39.13,7.05,41.59
2025-02-21,r2000,1888,278,1573,145,750,30,255,172,235,220,398,5,45,28.72,38.74,37.64,51.12,39.3,17.79,46.48,4.69,31.04
2025-02-21,scan,86,18,68,15,45,6,13,24,0,53,0,0,0,93.02,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-02-21,sp500,500,115,384,88,248,5,45,16,7,71,28,8,4,43.89,53.11,53.71,61.92,51.7,17.84,57.52,4.41,20.24
2025-02-24,all,4054,1362,2580,696,1036,64,269,484,602,535,1092,22,116,29.68,36.05,36.88,47.07,35.97,15.13,41.76,5.39,37.72
2025-02-24,nasdaq,2916,860,1957,413,716,51,239,427,531,433,948,12,101,28.02,33.29,34.25,44.35,33.8,12.93,38.28,6.14,42.65
2025-02-24,r2000,1888,629,1222,334,542,26,125,177,225,200,418,4,47,25.41,34.85,34.92,49.75,35.88,18.39,45.55,4.26,31.81
2025-02-24,scan,77,32,45,23,27,1,2,28,0,43,0,0,0,94.81,98.7,100.0,100.0,98.7,0.0,100.0,0.0,0.0
2025-02-24,sp500,500,273,226,172,144,5,9,18,5,66,29,14,2,45.09,53.31,54.31,62.32,50.5,17.03,58.52,3.81,20.64
2025-02-25,all,4055,1653,2277,880,1001,103,257,450,620,445,1262,34,147,28.9,35.6,36.27,46.82,33.67,15.08,41.72,5.13,38.07
2025-02-25,nasdaq,2916,988,1817,474,724,68,222,401,548,352,1088,16,125,25.23,31.65,32.65,43.53,30.86,13.22,37.83,5.69,43.26
2025-02-25,r2000,1889,905,944,486,495,51,125,167,225,170,504,9,58,26.9,36.45,36.47,50.33,33.05,17.57,46.32,4.04,32.08
2025-02-25,scan,67,29,37,22,26,5,2,15,1,29,0,0,0,85.07,100.0,100.0,100.0,95.52,0.0,100.0,0.0,0.0
2025-02-25,sp500,500,287,212,209,150,10,12,11,7,54,39,19,2,47.29,53.51,53.31,62.93,50.1,17.03,58.12,4.81,20.04
2025-02-26,all,4057,2053,1860,706,675,130,81,458,647,474,1287,20,86,30.07,36.08,36.97,46.54,31.98,15.03,41.69,4.92,38.36
2025-02-26,nasdaq,2918,1559,1236,489,419,110,55,406,569,362,1108,15,67,27.8,32.78,33.72,43.27,29.14,13.15,37.94,5.4,43.52
2025-02-26,r2000,1889,912,933,354,390,59,50,165,239,190,501,12,53,27.22,36.77,36.41,50.35,30.97,17.35,46.21,4.2,32.24
2025-02-26,scan,85,58,27,25,13,11,0,23,1,41,0,0,0,87.06,98.82,100.0,100.0,95.29,0.0,100.0,0.0,0.0
2025-02-26,sp500,500,212,286,100,106,9,8,12,9,59,36,3,0,45.09,51.5,53.51,61.72,48.3,17.43,57.52,4.21,20.84
2025-02-27,all,4058,1087,2835,412,960,87,331,412,690,445,1364,17,198,26.2,32.13,33.66,44.44,29.93,16.59,39.97,4.53,38.91
2025-02-27,nasdaq,2919,728,2073,271,627,70,259,365,604,343,1170,11,156,24.11,29.25,30.64,41.23,27.01,14.84,36.21,5.07,43.89
2025-02-27,r2000,1889,497,1349,234,539,44,175,154,265,188,544,6,100,23.22,31.73,32.82,47.74,29.51,19.26,44.08,3.71,32.95
2025-02-27,scan,61,22,38,16,17,4,2,18,0,30,0,2,0,93.44,100.0,100.0,100.0,98.36,0.0,100.0,0.0,0.0
2025-02-27,sp500,500,182,318,51,149,3,39,8,14,57,44,5,7,40.08,46.89,49.1,59.92,44.89,18.64,55.91,4.01,21.44
2025-02-28,all,4060,2609,1300,1424,590,152,119,388,724,515,1238,58,130,30.68,34.99,36.73,45.85,29.27,14.97,41.22,4.69,39.11
2025-02-28,nasdaq,2921,1735,1053,800,408,120,94,347,626,393,1063,21,110,26.86,31.43,33.25,42.38,26.02,13.73,37.28,5.14,43.85
2025-02-28,r2000,1889,1305,538,723,352,80,59,142,285,225,490,17,57,29.41,36.64,37.3,49.59,28.82,16.97,45.77,3.87,33.39
2025-02-28,scan,99,86,13,62,8,8,1,20,1,50,0,3,0,72.73,100.0,100.0,100.0,89.9,0.0,100.0,0.0,0.0
2025-02-28,sp500,500,446,54,383,49,9,6,8,17,71,40,34,2,50.9,52.3,54.51,61.92,45.09,16.43,57.52,4.41,21.64
2025-03-03,all,4060,729,3227,401,1591,53,548,308,924,546,1352,63,331,23.86,28.6,30.45,42.13,26.72,17.55,38.39,3.8,40.26
2025-03-03,nasdaq,2921,483,2353,243,1026,45,430,279,771,392,1145,22,253,20.45,25.56,27.28,38.86,24.03,16.16,34.63,4.26,44.95
2025-03-03,r2000,1889,279,1576,177,909,18,295,103,410,236,537,15,184,22.23,29.42,31.27,45.4,26.2,19.86,42.61,2.84,34.7
2025-03-03,scan,50,9,41,9,31,0,5,7,0,21,0,0,0,92.0,100.0,100.0,100.0,94.0,0.0,100.0,0.0,0.0
2025-03-03,sp500,500,161,337,108,233,1,33,6,24,99,48,44,13,43.29,44.89,46.89,59.32,42.48,18.44,54.91,4.41,22.24
2025-03-04,all,4060,1288,2640,675,1606,132,207,273,1009,453,1349,6,257,19.46,24.18,26.5,39.36,23.77,19.81,36.0,3.44,40.76
2025-03-04,nasdaq,2921,1100,1708,528,910,118,120,250,821,358,1113,5,181,17.86,22.11,24.36,36.97,21.12,17.58,32.99,4.04,45.39
2025-03-04,r2000,1889,559,1285,349,857,75,105,86,464,184,556,3,125,16.7,22.71,24.55,41.97,22.95,22.8,39.5,2.51,35.19
2025-03-04,scan,44,24,20,20,17,3,0,7,0,29,0,0,0,88.64,100.0,100.0,100.0,95.45,0.0,100.0,0.0,0.0
2025-03-04,sp500,500,82,417,67,372,1,41,5,31,62,58,1,19,33.27,37.68,40.68,52.51,39.08,24.45,49.5,3.01,23.05
2025-03-05,all,4061,2700,1241,1053,544,188,41,314,909,494,1261,19,34,24.18,27.85,29.47,40.68,23.34,18.35,36.86,3.88,40.92
2025-03-05,nasdaq,2922,1917,895,642,341,146,31,288,750,411,1032,19,29,22.59,25.87,27.22,38.21,20.9,16.33,33.65,4.59,45.43
2025-03-05,r2000,1889,1184,678,545,336,77,24,98,408,186,523,10,16,20.1,25.05,26.79,42.57,22.04,21.93,39.77,2.84,35.46
2025-03-05,scan,72,62,10,39,8,13,0,20,0,43,0,0,0,77.78,100.0,100.0,100.0,86.11,0.0,100.0,0.0,0.0
2025-03-05,sp500,500,378,121,202,80,12,3,5,22,54,49,0,1,38.68,42.89,45.09,55.51,38.08,21.44,51.5,4.01,23.05
2025-03-06,all,4061,1304,2625,523,1070,99,298,266,975,382,1450,11,64,22.6,25.52,27.11,38.29,21.78,19.7,34.55,3.74,42.01
2025-03-06,nasdaq,2922,946,1859,319,664,79,219,248,801,328,1158,8,51,21.72,23.71,24.93,36.12,19.53,17.34,31.67,4.44,46.55
2025-03-06,r2000,1889,608,1239,303,535,58,144,80,433,127,626,4,27,18.5,22.49,24.65,40.07,19.58,23.27,37.22,2.83,36.68
2025-03-06,scan,50,19,30,16,18,1,1,9,0,30,0,0,0,78.0,98.0,100.0,100.0,88.0,0.0,100.0,0.0,0.0
2025-03-06,sp500,500,148,352,77,241,4,59,3,31,41,73,1,4,34.67,38.08,41.28,51.1,36.27,24.85,47.49,3.61,24.05
2025-03-07,all,4064,2235,1681,1025,731,222,102,254,1014,408,1449,17,54,26.26,27.29,28.42,39.46,21.25,18.42,35.07,4.39,42.11
2025-03-07,nasdaq,2925,1539,1253,577,466,160,80,239,842,345,1151,9,45,24.02,24.95,25.58,36.7,19.14,16.37,31.98,4.73,46.92
2025-03-07,r2000,1890,1045,792,512,385,118,54,73,436,138,631,6,21,22.57,24.52,25.88,41.26,18.84,21.74,37.66,3.6,37.0
2025-03-07,scan,62,44,18,30,8,6,0,14,1,35,0,1,0,75.81,100.0,100.0,100.0,93.55,0.0,100.0,0.0,0.0
2025-03-07,sp500,500,340,159,265,132,26,8,3,33,44,77,6,2,40.88,43.89,45.69,54.31,35.07,22.04,49.5,4.81,23.65
2025-03-10,all,4068,640,3345,430,1888,49,679,209,1171,317,1697,23,146,20.31,21.95,22.9,33.83,19.15,23.09,30.0,3.82,43.09
2025-03-10,nasdaq,2929,403,2452,224,1186,42,520,199,960,262,1335,11,114,17.75,19.59,19.94,31.45,17.04,20.73,27.21,4.21,47.86
2025-03-10,r2000,1890,256,1609,192,1048,18,357,58,522,96,753,6,66,17.15,18.71,19.96,34.46,16.33,27.41,31.72,2.72,38.15
2025-03-10,scan,47,16,31,15,27,1,2,8,0,21,0,1,0,82.98,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-03-10,sp500,500,143,355,135,335,3,75,1,42,42,108,12,7,37.68,38.28,40.28,47.29,34.47,28.66,42.89,4.41,24.05
2025-03-11,all,4068,1779,2133,850,1253,162,157,225,1113,288,1797,7,130,19.27,20.52,22.18,32.89,17.65,23.4,29.35,3.51,43.74
2025-03-11,nasdaq,2929,1387,1400,575,687,128,113,213,914,253,1384,7,106,18.36,19.07,20.39,31.3,15.72,20.54,27.1,4.17,48.19
2025-03-11,r2000,1890,829,1020,469,680,95,83,63,485,98,823,3,59,17.09,18.07,20.12,33.51,14.89,27.68,30.79,2.67,38.86
2025-03-11,scan,43,24,19,14,18,7,2,11,0,21,0,0,0,81.4,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
2025-03-11,sp500,500,130,368,114,318,6,26,1,42,21,138,0,9,25.45,30.66,32.06,42.89,31.26,31.46,40.48,2.4,25.65
2025-03-12,all,4068,2176,1758,912,823,176,93,242,1086,301,1728,10,79,18.52,20.29,22.21,33.53,16.69,22.23,30.17,3.32,44.27
2025-03-12,nasdaq,2929,1669,1144,612,466,149,69,229,894,262,1338,9,60,19.49,19.9,21.0,32.14,15.33,19.11,28.0,4.14,48.76
2025-03-12,r2000,1890,1036,811,526,457,100,49,67,477,104,785,4,42,15.71,17.06,19.74,34.37,14.03,26.27,31.88,2.4,39.46
2025-03-12,scan,47,24,23,13,13,3,1,11,0,21,0,0,0,85.11,100.0,100.0,100.0,97.87,0.0,100.0,0.0,0.0
2025-03-12,sp500,500,201,298,137,167,8,9,2,42,19,129,0,6,17.43,26.45,29.86,41.08,27.86,31.66,40.08,1.0,27.25
2025-03-13,all,4068,931,3000,341,1011,66,253,232,1131,260,1923,5,199,16.76,18.22,19.81,30.58,15.56,24.62,27.19,3.35,44.85
